brand,price,fuel,month,year,mileage,power,url
Mercedes-Benz C 220 BlueTEC Avantgarde+ Aut.,23499.0,Diesel,Novembro,2015,185000,170,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-avantgarde-aut-ID8PnCYb.html
Fiat 500 0.9 TwinAir S&S Sport,8990.0,Gasolina,Março,2011,115000,85,https://www.standvirtual.com/carros/anuncio/fiat-500-0-9-twinair-s-s-sport-ID8PxX1Q.html
Opel Corsa 1.2 Edition,17500.0,Gasolina,Janeiro,2023,2964,75,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PyVN0.html
Skoda Octavia 1.0 TSI Ambition,25900.0,Gasolina,Agosto,2023,1500,110,https://www.standvirtual.com/carros/anuncio/skoda-octavia-1-0-tsi-ambition-ID8Pz1Cj.html
Skoda Karoq 1.0 TSI Ambition,28900.0,Gasolina,Agosto,2023,4920,110,https://www.standvirtual.com/carros/anuncio/skoda-karoq-1-0-tsi-ambition-ID8Pz1Ch.html
Mercedes-Benz C 200 BlueTEC Avantgarde+ Aut.,23950.0,Diesel,Agosto,2015,146200,136,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-bluetec-avantgarde-aut-ID8Ph6Is.html
Renault Clio 1.5 dCi Dynamique S,12950.0,Diesel,Novembro,2014,123500,90,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-dynamique-s-ID8Pu4wQ.html
Peugeot 205 1.9 GTi,22950.0,Gasolina,Junho,1987,146500,130,https://www.standvirtual.com/carros/anuncio/peugeot-205-1-9-gti-ID8Pk570.html
BMW 330 e Pack 50 anos M Auto,37750.0,Híbrido (Gasolina),Outubro,2019,72000,292,https://www.standvirtual.com/carros/anuncio/bmw-330-e-pack-50-anos-m-auto-ID8PA3TA.html
BMW 330 e Pack M Auto,39500.0,Híbrido (Gasolina),Janeiro,2020,42223,293,https://www.standvirtual.com/carros/anuncio/bmw-330-e-pack-m-auto-ID8PzxI4.html
VW e-Up! AC/DC,11990.0,Eléctrico,Dezembro,2014,19000,82,https://www.standvirtual.com/carros/anuncio/vw-e-up-ac-dc-ID8PzG1S.html
VW Polo 1.2 TDi Confortline,9489.0,Diesel,Outubro,2010,116057,75,https://www.standvirtual.com/carros/anuncio/vw-polo-1-2-tdi-confortline-ID8PzrFm.html
BMW 125 d Sport-Aut. M Sport,22900.0,Diesel,Setembro,2017,157500,224,https://www.standvirtual.com/carros/anuncio/bmw-125-d-sport-aut-m-sport-ID8Py7Aq.html
VW Polo 1.0 Trendline,14400.0,Gasolina,Fevereiro,2018,69033,75,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-trendline-ID8Pr5rJ.html
Audi A4 35 TDI S tronic,25800.0,Diesel,Julho,2019,117500,150,https://www.standvirtual.com/carros/anuncio/audi-a4-35-tdi-s-tronic-ID8Pzo0c.html
Volvo XC 90,51000.0,Diesel,Novembro,2018,44700,190,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-ID8PzEaS.html
Ford Focus 2.0 RS,37500.0,Gasolina,Fevereiro,2003,151000,215,https://www.standvirtual.com/carros/anuncio/ford-focus-2-0-rs-ID8PxIdJ.html
VW Passat 2.0 TDI 4M Confortline,10000.0,Diesel,Abril,2007,192000,140,https://www.standvirtual.com/carros/anuncio/vw-passat-2-0-tdi-4m-confortline-ID8PyQ14.html
Ford Focus 2.5 RS 500,72500.0,Gasolina,Abril,2010,52000,350,https://www.standvirtual.com/carros/anuncio/ford-focus-2-5-rs-500-ID8PxIbh.html
Opel Insignia Sports Tourer 2.0 CDTi Cosmo,14900.0,Diesel,Novembro,2010,62432,160,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-2-0-cdti-cosmo-ID8PA3Ty.html
Nissan Qashqai 1.3 DIG-T N-Connecta,22990.0,Gasolina,Março,2021,80543,140,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-ID8Pvc2S.html
Volvo 460 1.7 GLE,1250.0,Gasolina,Abril,1995,170000,102,https://www.standvirtual.com/carros/anuncio/volvo-460-1-7-gle-ID8PwfxZ.html
Toyota iQ 1.0 VVT-i,10990.0,Gasolina,Abril,2014,48000,68,https://www.standvirtual.com/carros/anuncio/toyota-iq-1-0-vvt-i-ID8PzhLt.html
Jeep Compass 1.5 TG e-Hybrid Upland DCT,31990.0,Gasolina,Maio,2022,27960,130,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-5-tg-e-hybrid-upland-dct-ID8Pykk7.html
Renault Clio 1.0 TCe Limited,16740.0,Gasolina,Maio,2021,46223,90,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8PyQCN.html
Fiat Panda 1.2 Lounge,9990.0,Gasolina,Janeiro,2019,87528,69,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-2-lounge-ID8PyWK6.html
BMW M6 Coupe Competition,63000.0,Gasolina,Agosto,2012,86000,600,https://www.standvirtual.com/carros/anuncio/bmw-m6-coupe-competition-ID8PzxI7.html
Dacia Duster 1.5 dCi Comfort,14990.0,Diesel,Fevereiro,2016,150000,110,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-dci-comfort-ID8PyGDT.html
Citroën C4 Cactus 1.5 BlueHDi Feel Business,16250.0,Diesel,Setembro,2019,90000,102,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-feel-business-ID8PvQz4.html
Audi e-tron 55 quattro S line,63600.0,Eléctrico,Abril,2022,41850,408,https://www.standvirtual.com/carros/anuncio/audi-e-tron-55-quattro-s-line-ID8Pw3QD.html
Kia Ceed 1.6 CRDi Urban,13900.0,Diesel,Março,2015,130347,115,https://www.standvirtual.com/carros/anuncio/kia-ceed-1-6-crdi-urban-ID8Pst6O.html
BMW 225xe Active Tourer Advantage,23950.0,Híbrido (Gasolina),Fevereiro,2017,90000,224,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-advantage-ID8PkOmc.html
Mercedes-Benz CLA 180,25250.0,Diesel,Junho,2016,120000,110,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8Ph1Em.html
Volvo V60 2.0 D3 Momentum,33750.0,Diesel,Abril,2019,100000,150,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-momentum-ID8Pcj8E.html
Hyundai Kauai EV 39kWh Executive,25450.0,Eléctrico,Julho,2020,19000,136,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-39kwh-executive-ID8PwXhW.html
Audi Q2 30 TDI S-line S tronic,28900.0,Diesel,Junho,2019,130000,116,https://www.standvirtual.com/carros/anuncio/audi-q2-30-tdi-s-line-s-tronic-ID8PpFei.html
Mercedes-Benz E 220 d AMG Line,41950.0,Diesel,Abril,2018,92000,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8Pn03W.html
Ford Fiesta 1.0 EcoBoost Active,14450.0,Gasolina,Outubro,2019,80000,100,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-active-ID8Plb42.html
BMW 520 d Exclusive Auto 129g,17450.0,Diesel,Junho,2011,210000,184,https://www.standvirtual.com/carros/anuncio/bmw-520-d-exclusive-auto-129g-ID8PzW7q.html
VW Polo 1.0 TSI Life,18290.0,Gasolina,Julho,2022,47589,95,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-tsi-life-ID8PyWqI.html
Hyundai i30 SW 1.6 CRDi Style,17750.0,Diesel,Julho,2019,44500,116,https://www.standvirtual.com/carros/anuncio/hyundai-i30-sw-1-6-crdi-style-ID8PyzHc.html
Nissan Qashqai 1.5 dCi N-Connecta J18+Led,22950.0,Diesel,Julho,2018,74000,115,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-j18-led-ID8Pz7Xg.html
Citroën C4 Spacetourer 1.2 PureTech Feel,16000.0,Gasolina,Maio,2018,79900,130,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-1-2-puretech-feel-ID8PtChu.html
Mercedes-Benz E 350 T CDI DPF BlueEFFICIENCY 7G-TRONIC Avantgarde,16990.0,Diesel,Fevereiro,2010,220000,231,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-t-cdi-dpf-blueefficiency-7g-tronic-avantgarde-ID8PxAQW.html
Mazda 3 MZ-CD 1.6 Exclusive,4000.0,Diesel,Março,2008,250688,110,https://www.standvirtual.com/carros/anuncio/mazda-3-mz-cd-1-6-exclusive-ID8Pzzeo.html
Peugeot Traveller 1.5 BlueHDi L2H1 Allure Standard,30700.0,Diesel,Maio,2019,84541,120,https://www.standvirtual.com/carros/anuncio/peugeot-traveller-1-5-bluehdi-l2h1-allure-standard-ID8PxLQU.html
Ford C-Max,16750.0,Diesel,Junho,2017,140000,105,https://www.standvirtual.com/carros/anuncio/ford-c-max-ID8PnItu.html
Mercedes-Benz CLA 180 d Shooting Brake Urban,26450.0,Diesel,Junho,2017,110000,109,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-ID8PlzUV.html
Nissan Juke 1.0 DIG-T N-Connecta,23750.0,Gasolina,Maio,2022,13000,114,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8PwVDh.html
Hyundai i30 1.0 T-GDI Launch Edition,17950.0,Gasolina,Junho,2019,60000,120,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-launch-edition-ID8PwVD6.html
SEAT Arona 1.6 TDI Reference,20500.0,Diesel,Março,2018,90000,95,https://www.standvirtual.com/carros/anuncio/seat-arona-1-6-tdi-reference-ID8PiFT3.html
Alfa Romeo Giulietta 1.6 JTDm,16900.0,Diesel,Julho,2018,130000,120,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-ID8PwWQH.html
Citroën C4 Spacetourer 1.5 BlueHDi Shine EAT8,20990.0,Diesel,Fevereiro,2020,112000,130,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-1-5-bluehdi-shine-eat8-ID8PzrKp.html
Mercedes-Benz A 180 d 7G-DCT AMG Line,28990.0,Diesel,Março,2019,97000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-7g-dct-amg-line-ID8PzfqZ.html
Smart Fortwo Cabrio Electric Drive Prime,18750.0,Eléctrico,Setembro,2020,12500,82,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-electric-drive-prime-ID8Pzgbw.html
Nissan Micra 1.0 IG-T N-Sport,16950.0,Gasolina,Fevereiro,2020,80000,100,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-n-sport-ID8PA3Tv.html
Fiat Stilo Multiwagon 1.9 JTD Dynamic,1965.0,Diesel,Fevereiro,2004,380000,115,https://www.standvirtual.com/carros/anuncio/fiat-stilo-multiwagon-1-9-jtd-dynamic-ID8PA3SB.html
DS DS7 Crossback 2.0 BlueHDi Grand Chic EAT8,34990.0,Diesel,Outubro,2018,60000,177,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-2-0-bluehdi-grand-chic-eat8-ID8PzVQ6.html
MINI Countryman John Cooper Works ALL4 Auto Desportiva,37900.0,Gasolina,Fevereiro,2018,39000,231,https://www.standvirtual.com/carros/anuncio/mini-countryman-john-cooper-works-all4-auto-desportiva-ID8Pog03.html
VW Amarok 2.0 TDi CD High.CM 4Motion,29900.0,Diesel,Fevereiro,2016,149000,180,https://www.standvirtual.com/carros/anuncio/vw-amarok-2-0-tdi-cd-high-cm-4motion-ID8Pwj32.html
Audi TTS Coupé 2.0 TFSi quattro S Tronic,23990.0,Gasolina,Julho,2009,151000,272,https://www.standvirtual.com/carros/anuncio/audi-tts-coup-2-0-tfsi-quattro-s-tronic-ID8PwTYD.html
MINI One D,16750.0,Diesel,Outubro,2015,143000,95,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PxEYs.html
Fiat 500C 1.2 Pop,10900.0,Gasolina,Julho,2014,94000,69,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-pop-ID8Pybos.html
Peugeot 2008 1.2 PureTech Style,14450.0,Gasolina,Junho,2015,86000,82,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8Pybon.html
SEAT Ibiza SC 1.4 TSI Cupra DSG,14750.0,Gasolina,Dezembro,2011,121000,180,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-4-tsi-cupra-dsg-ID8PygGl.html
Smart ForTwo Coupé 1.0 Prime 71 Aut.,14500.0,Gasolina,Janeiro,2018,51000,71,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-prime-71-aut-ID8PygGp.html
Volvo V40 1.6 D2 Kinetic Eco,14250.0,Diesel,Maio,2014,159000,115,https://www.standvirtual.com/carros/anuncio/volvo-v40-1-6-d2-kinetic-eco-ID8PzPPw.html
Mercedes-Benz C 180 d AMG Line Aut.,26990.0,Diesel,Junho,2018,123000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-amg-line-aut-ID8Pyf9h.html
Mercedes-Benz E 220 d AMG Line,40950.0,Diesel,Abril,2018,92000,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8Pn03W.html
Mercedes-Benz CLA 180 d Shooting Brake Urban,24750.0,Diesel,Junho,2017,110000,109,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-ID8PlzUV.html
Nissan Juke 1.0 DIG-T N-Connecta,22450.0,Gasolina,Maio,2022,13000,114,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8PwVDh.html
SEAT Arona 1.6 TDI Reference,18950.0,Diesel,Março,2018,90000,95,https://www.standvirtual.com/carros/anuncio/seat-arona-1-6-tdi-reference-ID8PiFT3.html
Nissan Micra 1.0 IG-T N-Sport,15950.0,Gasolina,Fevereiro,2020,80000,100,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-n-sport-ID8PA3Tv.html
Mitsubishi Space Star 1.2 Intense Connect Edition,13990.0,Gasolina,Abril,2023,17923,80,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-connect-edition-ID8PA3yt.html
Audi R8 Coupé 4.2 FSI quattro R tronic,87900.0,Gasolina,Maio,2007,62000,430,https://www.standvirtual.com/carros/anuncio/audi-r8-coup-4-2-fsi-quattro-r-tronic-ID8PzVX5.html
Nissan Micra 1.0 IG-T Acenta,15390.0,Gasolina,Maio,2021,52000,92,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PzPPN.html
SEAT Altea XL 1.4 16V Reference,5465.0,Gasolina,Julho,2007,160000,85,https://www.standvirtual.com/carros/anuncio/seat-altea-xl-1-4-16v-reference-ID8PA3SP.html
BMW 520,26800.0,Diesel,Fevereiro,2015,96650,190,https://www.standvirtual.com/carros/anuncio/bmw-520-ID8PA3Tw.html
Fiat Tipo 1.6 M-Jet Lounge,16900.0,Diesel,Novembro,2019,23200,120,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-6-m-jet-lounge-ID8PsitU.html
BMW 320 d Touring Aut. Efficient Dynamics Edition,8965.0,Diesel,Março,2012,420000,163,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-aut-efficient-dynamics-edition-ID8PyGyr.html
Dacia Sandero 1.5 dCi Confort,4965.0,Diesel,Dezembro,2012,220000,75,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-5-dci-confort-ID8Po9AT.html
Nissan Almera Tino 1.8 Comfort,2965.0,Gasolina,Outubro,2002,200000,114,https://www.standvirtual.com/carros/anuncio/nissan-almera-tino-1-8-comfort-ID8PyGF5.html
Opel Astra 1.3 CDTi Enjoy EcoFLEX,5965.0,Diesel,Maio,2008,170000,90,https://www.standvirtual.com/carros/anuncio/opel-astra-1-3-cdti-enjoy-ecoflex-ID8PzG8w.html
Peugeot 207 1.4 HDi Premium,4965.0,Diesel,Maio,2006,270000,68,https://www.standvirtual.com/carros/anuncio/peugeot-207-1-4-hdi-premium-ID8Pz3Ml.html
VW Bora 1.9 TDi Highline EC,4765.0,Diesel,Fevereiro,2001,250000,115,https://www.standvirtual.com/carros/anuncio/vw-bora-1-9-tdi-highline-ec-ID8Py4Xv.html
Peugeot 107 1.0 Black&Silver,5465.0,Gasolina,Novembro,2011,210000,68,https://www.standvirtual.com/carros/anuncio/peugeot-107-1-0-black-silver-ID8PvPNo.html
Volvo V60 1.6 D2 Drive R-Design Powershift Start/Stop,13990.0,Diesel,Novembro,2012,219000,115,https://www.standvirtual.com/carros/anuncio/volvo-v60-1-6-d2-drive-r-design-powershift-start-stop-ID8Pwfuk.html
Volvo V60 2.0 D3 Momentum,30950.0,Diesel,Abril,2019,100000,150,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-momentum-ID8Pcj8E.html
Mercedes-Benz C 200 D Elegance,3265.0,Diesel,Janeiro,1996,415000,88,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-elegance-ID8PxWSV.html
SEAT Arona 1.0 TSI FR,21350.0,Gasolina,Janeiro,2022,20000,110,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8Pl6W2.html
Opel Adam 1.2 Glam,13450.0,Gasolina,Maio,2018,42000,70,https://www.standvirtual.com/carros/anuncio/opel-adam-1-2-glam-ID8PuKn9.html
Mercedes-Benz C 200 Station d 9G-TRONIC,47000.0,Diesel,Dezembro,2021,49990,163,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-station-d-9g-tronic-ID8Ptduk.html
VW T-Cross 1.0 TSI Freestyle,18950.0,Gasolina,Dezembro,2021,58000,95,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-freestyle-ID8PzPOh.html
,,,,,,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-station-d-9g-tronic-ID8Ptduk.html
Citroën C3 1.1 SX Pack,2395.0,Gasolina,Março,2004,294680,61,https://www.standvirtual.com/carros/anuncio/citron-c3-1-1-sx-pack-ID8PA3Tn.html
,,,,,,,https://www.standvirtual.com/carros/anuncio/ford-s-max-1-8-tdci-titanium-7l-ID8PA3TB.html
VW Polo 1.6 TDI Highline,8500.0,Diesel,Novembro,2009,131000,90,https://www.standvirtual.com/carros/anuncio/vw-polo-1-6-tdi-highline-ID8Pvznr.html
Audi Q5 50 TFSIe quattro Sport S tronic,39500.0,Híbrido (Gasolina),Novembro,2020,135000,299,https://www.standvirtual.com/carros/anuncio/audi-q5-50-tfsie-quattro-sport-s-tronic-ID8Pz1wU.html
Mercedes-Benz GLE 350 de Coupé 4Matic,102000.0,Híbrido (Diesel),Janeiro,2023,10600,320,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gle-350-de-coup-4matic-ID8PA3Tp.html
Jaguar F-Pace 2.0 i4D R-Sport AWD Aut.,30990.0,Diesel,Agosto,2016,168000,180,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-r-sport-awd-aut-ID8PxSEQ.html
BMW 435 d xDrive,31000.0,Diesel,Fevereiro,2014,136000,313,https://www.standvirtual.com/carros/anuncio/bmw-435-d-xdrive-ID8PA3Tj.html
,,,,,,,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-ID8PzE6k.html
,,,,,,,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-ID8PxqqJ.html
Skoda Superb,21495.0,Diesel,Maio,2017,88500,150,https://www.standvirtual.com/carros/anuncio/skoda-superb-ID8Pyi91.html
Mercedes-Benz C 220 CDi Avantgarde,13900.0,Diesel,Dezembro,2011,215000,170,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-avantgarde-ID8Pw2z2.html
Mercedes-Benz A 180 d AMG Line Aut.,35990.0,Diesel,Abril,2021,36610,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PktTj.html
,,,,,,,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-1-6-tdi-sportline-ID8Pz6UZ.html
,,,,,,,https://www.standvirtual.com/carros/anuncio/porsche-taycan-cross-turismo-4-ID8PzVVC.html
Peugeot 3008 1.5 BlueHDi Active Pack,27490.0,Diesel,Março,2021,60592,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PrPGY.html
,,,,,,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8Pq5Jq.html
Fiat 500 1.0 Hybrid Dolcevita,17290.0,Gasolina,Março,2022,33730,70,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PyQbu.html
BMW X1 16 d sDrive Line xLine,23750.0,Diesel,Março,2017,121815,116,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-line-xline-ID8PzZZf.html
Abarth 595 1.4 T-Jet Competizione,25990.0,Gasolina,Julho,2018,26000,180,https://www.standvirtual.com/carros/anuncio/abarth-595-1-4-t-jet-competizione-ID8Ps9pw.html
VW Passat 1.6 TDI BlueMotion,13990.0,Diesel,Novembro,2016,199000,120,https://www.standvirtual.com/carros/anuncio/vw-passat-1-6-tdi-bluemotion-ID8PzKi8.html
BMW X1 16 d sDrive Advantage,20990.0,Diesel,Fevereiro,2018,148000,116,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-advantage-ID8Prt50.html
MINI John Cooper Works Plus Auto Desportiva,34990.0,Gasolina,Novembro,2021,58000,231,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-plus-auto-desportiva-ID8PzKi9.html
Fiat Bravo 1.6 M-Jet Dynamic,3990.0,Diesel,Maio,2008,279625,105,https://www.standvirtual.com/carros/anuncio/fiat-bravo-1-6-m-jet-dynamic-ID8Pz1f0.html
Toyota Yaris 1.3 VVT-i Sol+AC,6999.0,Gasolina,Março,2006,74000,87,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-3-vvt-i-sol-ac-ID8PyxFC.html
Peugeot 208 1.5 BlueHDi Signature,111111.0,Diesel,Agosto,2018,98560,102,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-signature-ID8PzBdD.html
Peugeot 508 RXH,9500.0,Híbrido (Diesel),Março,2012,276000,200,https://www.standvirtual.com/carros/anuncio/peugeot-508-rxh-ID8Ps3ds.html
Hyundai Tucson 1.6 CRDi Premium,36650.0,Diesel,Junho,2022,16000,116,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-premium-ID8PtX0f.html
Hyundai Kauai,47990.0,Gasolina,Agosto,2022,1218,120,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ID8Pr6W6.html
Hyundai Bayon 1.0 T-GDi Premium TT,20450.0,Gasolina,Junho,2022,24780,102,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-tt-ID8PuuXx.html
Hyundai i20 1.2 Comfort,18450.0,Gasolina,Março,2022,25963,84,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-2-comfort-ID8Psmk7.html
Hyundai Tucson 1.6 T-GDI HEV Vanguard,42000.0,Híbrido (Gasolina),Julho,2022,13500,230,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-t-gdi-hev-vanguard-ID8PsmjB.html
Mercedes-Benz A 180 d 7G-DCT Style,23990.0,Diesel,Setembro,2018,93000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-7g-dct-style-ID8Pz6P2.html
Volvo V40 1.6 D2 Eco Kinetic,10400.0,Diesel,Janeiro,2013,283000,115,https://www.standvirtual.com/carros/anuncio/volvo-v40-1-6-d2-eco-kinetic-ID8PydDF.html
MINI Clubman,26690.0,Diesel,Setembro,2019,54000,116,https://www.standvirtual.com/carros/anuncio/mini-clubman-ID8Pxnrt.html
BMW 116 d Corporate Edition,23990.0,Diesel,Janeiro,2020,33500,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-corporate-edition-ID8Pxnrq.html
Fiat 500C,14990.0,Gasolina,Março,2018,71000,69,https://www.standvirtual.com/carros/anuncio/fiat-500c-ID8Pxnpb.html
Opel Astra Sports Tourer 1.6 CDTI DPF ecoFLEX S&S Selection,13500.0,Diesel,Março,2017,122444,136,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-dpf-ecoflex-s-s-selection-ID8PzKdB.html
Mercedes-Benz E 250 BlueTEC Auto,25000.0,Diesel,Janeiro,2015,218000,204,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-250-bluetec-auto-ID8Ps7FJ.html
BMW X2 16 d sDrive Auto Advantage,26490.0,Diesel,Outubro,2019,114000,116,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-advantage-ID8PzK8T.html
Toyota Hilux 2.4 D-4D 2WD CD CM,33990.0,Diesel,Junho,2022,4152,150,https://www.standvirtual.com/carros/anuncio/toyota-hilux-2-4-d-4d-2wd-cd-cm-ID8Py8ur.html
BMW 116 d EfficientDynamics,13750.0,Diesel,Janeiro,2016,201000,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-efficientdynamics-ID8Psawc.html
Smart ForFour twinamic Brabus Style,15890.0,Gasolina,Março,2019,76444,90,https://www.standvirtual.com/carros/anuncio/smart-forfour-twinamic-brabus-style-ID8PtBvM.html
Porsche Cayenne II,31500.0,Diesel,Maio,2011,203000,245,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-ii-ID8Pw1qF.html
Toyota Celica 1.8,9890.0,Gasolina,Junho,2000,190000,143,https://www.standvirtual.com/carros/anuncio/toyota-celica-1-8-ID8OWkvL.html
BMW X1 25 e xDrive Corporate Edition,32890.0,Híbrido (Gasolina),Dezembro,2020,64980,220,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-corporate-edition-ID8Py53G.html
Land Rover Range Rover Evoque 2.0 eD4 SE,21990.0,Diesel,Novembro,2015,129000,150,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-ed4-se-ID8PA3SU.html
Kia Niro 1.6 GDi HEV Tech,26995.0,Híbrido (Gasolina),Junho,2020,8460,141,https://www.standvirtual.com/carros/anuncio/kia-niro-1-6-gdi-hev-tech-ID8PyGx4.html
BMW X2 20 d xDrive Auto Advantage,28900.0,Diesel,Outubro,2019,137000,190,https://www.standvirtual.com/carros/anuncio/bmw-x2-20-d-xdrive-auto-advantage-ID8PyXkT.html
MINI Clubman One D Auto,22900.0,Diesel,Maio,2018,80000,116,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-auto-ID8PA3SR.html
Renault Mégane Sport Tourer 1.5 dCi Bose Edition EDC,19900.0,Diesel,Junho,2018,130000,110,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-bose-edition-edc-ID8PzVVm.html
BMW 118 d Line Urban,16850.0,Diesel,Março,2017,219000,150,https://www.standvirtual.com/carros/anuncio/bmw-118-d-line-urban-ID8Pz5km.html
BMW 120 d DPF Edition Lifestyle,6750.0,Diesel,Outubro,2007,310000,177,https://www.standvirtual.com/carros/anuncio/bmw-120-d-dpf-edition-lifestyle-ID8PuOus.html
Volvo V40 1.6 D2 R-Design Summum Powershift,13400.0,Diesel,Janeiro,2014,180000,115,https://www.standvirtual.com/carros/anuncio/volvo-v40-1-6-d2-r-design-summum-powershift-ID8PuAjJ.html
VW Golf 2.0 GTi DSG,12850.0,Gasolina,Março,2008,190000,200,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-gti-dsg-ID8PtL0u.html
